ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1902850	microtubule cytoskeleton organization involved in mitosis	25/2803	148/28814	0.00445800897194062	0.0208044767385507	0.0130686290704241	Ankfn1/Ripor2/Tacc1/Map4/Hnrnpu/Smc1a/Racgap1/Zw10/Gpsm2/Spry1/Cenpa/Setd2/Clasp1/Prc1/Tacc2/Bccip/Eml1/Map9/Eya1/Stag1/Lsm14a/Poc1a/Tubg1/Tubg2/Tbce	25
GO:0035924	cellular response to vascular endothelial growth factor stimulus	13/2803	60/28814	0.00446024995117476	0.0208044767385507	0.0130686290704241	Il12b/Vegfa/Il12a/Sema6a/Ern1/Pdgfb/Map2k3/Anxa1/Pik3cd/Robo1/Nrp1/Gab1/Adgra2	13
GO:0014074	response to purine-containing compound	20/2803	110/28814	0.00447015823493242	0.020835086324045	0.0130878569185383	Adora1/Tmem38b/Slc8a1/P2rx7/Pik3cg/Akap9/Itpr2/Slc6a4/Fdx1/Rapgef1/Adora2a/Aldh3a1/Pde2a/Cftr/Prkaa2/P2rx1/Cnga3/Hmgcs1/Irs1/Carm1	20
GO:0030193	regulation of blood coagulation	14/2803	67/28814	0.00457026996596951	0.0211611301764248	0.0132926660190503	Thbs1/Foxa2/Cav1/Nfe2l2/F2r/Pdgfb/Adtrp/Ephb2/Adrb2/Anxa5/Hpse/Cd9/Abat/Serpinf2	14
GO:2000736	regulation of stem cell differentiation	14/2803	67/28814	0.00457026996596951	0.0211611301764248	0.0132926660190503	Pwp1/Hnrnpu/Hspa9/Nfe2l2/Dhx36/Ptn/Pus7/Jag1/Rest/Ap2a2/Mtch2/Esrrb/Gsk3b/Sox5	14
GO:0003016	respiratory system process	11/2803	47/28814	0.00464440155636089	0.0214545166850588	0.0134769609428682	Gaa/Cfap43/Adora1/Ecel1/Phox2b/Pbx3/Zfand5/Atp1a2/Ywhaz/Adrb2/Gls	11
GO:0034612	response to tumor necrosis factor	32/2803	204/28814	0.00468085522591324	0.0216068832407426	0.0135726721700235	Brca1/Myog/Nkiras1/Rps6kb1/Il6/Ikbkb/Ccl24/Nfe2l2/Commd7/Trim32/Adam17/Endog/Tnfrsf21/Nfkbia/Cyld/Dhx9/Nr1h4/Tnfrsf17/Nfkb1/Gbp3/Cd70/Rora/Nkiras2/Sfrp1/Adam9/Cdip1/Pycard/Stat1/Ptk2b/Aff3/Gch1/Ext1	32
GO:0071887	leukocyte apoptotic process	24/2803	141/28814	0.00476409030556872	0.0219748076539085	0.0138037891426849	Blk/Itpkb/P2rx7/Blm/Il6/Selenos/Hif1a/Kdelr1/Ghsr/Adam17/Tnfrsf21/Fadd/Nod2/Gli3/Prkcq/Lyn/Ormdl3/Il7r/Anxa1/Slc39a10/Tcp1/Pik3cd/Prelid1/Rag1	24
GO:0072593	reactive oxygen species metabolic process	37/2803	245/28814	0.00476955707557323	0.0219837393853401	0.0138093997372941	Brca1/Ncf1/Ngfr/P2rx7/Thbs1/Nrros/Hdac4/Acox1/Hif1a/Ogt/Sesn1/Nfe2l2/Hvcn1/Sh3pxd2a/Gnai2/Alox5/Mycn/Ndufs1/Gbf1/Nox3/Crp/Becn1/Il22/Pdgfb/Hbp1/App/Prdx6b/Abcb7/Tgfbr2/Sesn2/Nqo2/Rab27a/Ptk2b/Met/Cxcl1/Gch1/Ddit4	37
GO:0046716	muscle cell cellular homeostasis	7/2803	23/28814	0.00493693415918335	0.0226379153234424	0.014220329691904	Gaa/Il6/Hif1a/Trim32/Cav3/Chrna1/Aldoart2	7
GO:0035303	regulation of dephosphorylation	23/2803	134/28814	0.00508270409449873	0.0230853379988648	0.0145013846329282	Sema4d/Drd2/Adora1/Bod1/Vcan/Ikbkb/Camta1/Magi2/Gnai2/Ppp2r5a/Dlc1/Ppp1r26/Cdk5rap3/Cd33/Ppp1r12a/Calm1/Mtmr1/Ppp1r16b/Slc39a10/Nckap1l/Ywhae/Rcan1/Rock2	23
GO:0008333	endosome to lysosome transport	13/2803	61/28814	0.00517376692448293	0.0234476321970562	0.0147289649056758	Cacng2/Hook1/Rnf157/Cacng5/Dennd3/Sort1/Snx16/Vps41/Cacng4/Gprasp1/Cacng3/Lyst/Rhob	13
GO:0099590	neurotransmitter receptor internalization	9/2803	35/28814	0.0052333451598517	0.0235540659887548	0.0147958228113923	Cacng2/Hap1/Cacng5/Itgb3/Gsg1l/Cacng4/Ap2b1/Cacng3/Nedd4	9
GO:0032891	negative regulation of organic acid transport	8/2803	29/28814	0.0052629461239343	0.0235772413767906	0.0148103807622415	Adora1/Rgs4/Thbs1/Grm7/Fis1/Rgs2/Htr6/Abat	8
GO:0061311	cell surface receptor signaling pathway involved in heart development	8/2803	29/28814	0.0052629461239343	0.0235772413767906	0.0148103807622415	Lrp6/Vangl2/Acvr1/Snai1/Nog/Ctnnb1/Jag1/Wnt11	8
GO:1901160	primary amino compound metabolic process	6/2803	18/28814	0.00558453693302607	0.0247684554714768	0.0155586589017281	Ddc/Chka/Atp2b2/Pde1b/Maoa/Gch1	6
GO:0051607	defense response to virus	41/2803	281/28814	0.0057028921865514	0.0251245434576022	0.0157823406537658	Ifnar2/Il12b/Polr3k/Apobec1/Aicda/Agbl4/Dhx58/Rnf135/Mid2/Il6/Ndufaf4/Sin3a/Serinc3/Ncbp1/Polr3g/Apobec3/Trim32/Dhx36/Fadd/Atg16l1/Adar/Becn1/Setd2/Dhx9/Clpb/Nlrp3/Cd8a/Nploc4/Vapb/Trim25/Ercc6/Mx1/Skp2/Rnf125/Lsm14a/Lyst/Ddx1/Pycard/Stat1/Senp7/Ddit4	41
GO:0002087	regulation of respiratory gaseous exchange by nervous system process	5/2803	13/28814	0.00572534561849004	0.0251245434576022	0.0157823406537658	Adora1/Phox2b/Pbx3/Atp1a2/Gls	5
GO:0045628	regulation of T-helper 2 cell differentiation	5/2803	13/28814	0.00572534561849004	0.0251245434576022	0.0157823406537658	Rara/Il6/Socs5/Nlrp3/Anxa1	5
GO:0051346	negative regulation of hydrolase activity	51/2803	366/28814	0.00574470557594241	0.0251917476206995	0.0158245559082298	Rcc2/Sema4d/Pzp/Serpind1/Bod1/Thbs1/Itih4/Itih3/Mug1/Il6/Neil1/Pak2/Vegfa/Bcas3/Ikbkb/Apcs/Spink13/Csta1/Apoc1/D1Pas1/Gnai2/Arl6ip1/Ppp1r26/Spry1/Serpinh1/Adora2a/Sort1/Rgs2/Wfikkn2/Rap1gds1/Wfdc1/Picalm/Spock1/Spink2/Spink8/App/Grk2/Anxa1/Timp1/Serpinb6a/Nckap1l/Itih2/Itih5/Map2k5/Por/Timp4/Timp3/Rdx/Rock2/Serpinf2/Rag1	51
GO:0007498	mesoderm development	21/2803	120/28814	0.00574962144618432	0.0251955613971779	0.0158269515863705	Foxa2/Prkaca/Ets2/Acvr1/Vegfa/Snai1/Nog/Prkar1a/Wnt3/Lef1/Pus7/Cited2/Smad4/Setd2/Ldb1/Wnt11/Eya1/Smad1/Tbx1/Pou5f1/Ext1	21
GO:2000106	regulation of leukocyte apoptotic process	20/2803	113/28814	0.00609166381265532	0.0262874501465036	0.0165128370921889	Blk/Itpkb/P2rx7/Blm/Selenos/Hif1a/Ghsr/Adam17/Fadd/Nod2/Prkcq/Lyn/Ormdl3/Il7r/Anxa1/Slc39a10/Tcp1/Pik3cd/Prelid1/Rag1	20
GO:0033044	regulation of chromosome organization	32/2803	208/28814	0.00626764291511491	0.0269534616245998	0.0169312017102115	Nek7/Fbxo4/Nbn/Hdac8/Ino80c/Smc2/Cdc6/Hnrnpu/Sin3a/Anapc4/Xrcc5/Dcp2/Nek6/Dhx36/Zw10/Ctnnb1/Yy1/Lcmt1/Becn1/Pinx1/Tnks/Shcbp1l/Prkcq/Anapc5/Cdc23/Actr5/Tcp1/Bub1b/Ttk/Usp44/Trappc12/Stn1	32
GO:1900407	regulation of cellular response to oxidative stress	17/2803	91/28814	0.0063359767785254	0.0271722640495025	0.0170686455770628	Mapkap1/Ddr2/Hif1a/Ngb/Epor/Nfe2l2/Alox5/Endog/Ctnnb1/Fbxw7/Rest/Gpr37/Pnpla8/App/Lancl1/Met/Gch1	17
GO:0009048	dosage compensation by inactivation of X chromosome	9/2803	36/28814	0.0063865413713951	0.0271934007106979	0.017081922872542	Pcgf5/Brca1/Msl2/Rbm15/Kansl1/Hnrnpu/Ogt/Wdr5/Ythdc1	9
GO:0015695	organic cation transport	9/2803	36/28814	0.0063865413713951	0.0271934007106979	0.017081922872542	Slc25a42/Slc35f3/Adora2a/Slc47a1/Htr6/Slc22a16/Slc38a2/Chrna3/Slc29a4	9
GO:0097242	amyloid-beta clearance	9/2803	36/28814	0.0063865413713951	0.0271934007106979	0.017081922872542	Lrp4/Ldlr/Hmgcr/Myocd/Clu/Picalm/Ide/App/Igf1r	9
GO:0016226	iron-sulfur cluster assembly	7/2803	24/28814	0.00639330956166079	0.0271934007106979	0.017081922872542	Mms19/Glrx3/Isca1/Hspa9/Fxn/Abcb7/Glrx5	7
GO:0031163	metallo-sulfur cluster assembly	7/2803	24/28814	0.00639330956166079	0.0271934007106979	0.017081922872542	Mms19/Glrx3/Isca1/Hspa9/Fxn/Abcb7/Glrx5	7
GO:0007568	aging	16/2803	84/28814	0.00656375854786088	0.027646229441462	0.0173663737044066	Fbxo4/Avpr1b/C1qa/Ncam1/Sin3a/Krt25/Cnr1/Cdkn1c/Polg/Kl/Nr5a1/Sec63/Adra1b/Arhgef12/Rnf165/Abat	16
GO:0009225	nucleotide-sugar metabolic process	8/2803	30/28814	0.00657524743902444	0.027646229441462	0.0173663737044066	Parg/Uap1/Mgat1/Gne/Gmds/Cmah/B3galnt2/Tgds	8
GO:0002090	regulation of receptor internalization	15/2803	77/28814	0.00674378456577146	0.0281303977295481	0.01767051092661	Angpt1/Drd2/Vegfa/Hap1/Pard3/Magi2/Atxn2/Ankrd13a/Itgb3/Gsg1l/Ntf3/App/Dlg4/Rspo1/Nedd4	15
GO:0006417	regulation of translation	54/2803	395/28814	0.00674475556922342	0.0281303977295481	0.01767051092661	Piwil2/Exosc9/Uhmk1/Mknk1/Eif4e2/Dcp1b/Cnot9/Cnot6l/Mvk/Thbs1/Rps6kb1/Rara/Tyms/Il6/Hnrnpu/Rps27l/Eif4g3/Eif4e3/Rbms3/Zcchc4/Ngdn/Srp9/Dcp2/Ncbp1/Dnajc1/Pde12/Cnot11/Zfp706/D1Pas1/Grb7/Dhx36/Rmnd1/Enc1/Pus7/Mettl16/Lrpprc/Rgs2/Coa3/Tnrc6c/Nck1/Dhx9/Exosc2/App/Tob1/Sesn2/Rps3a1/Barhl2/Pkm/Lsm14a/Larp4/Ptk2b/Cyfip1/Nck2/Rock2	54
GO:0007140	male meiotic nuclear division	12/2803	56/28814	0.00676501321203913	0.0281303977295481	0.01767051092661	Mei1/Foxj3/Fignl1/Meiob/Foxj2/Ing2/Shcbp1l/Tex19.1/Ubr2/Asz1/Rspo1/Mlh3	12
GO:0035050	embryonic heart tube development	17/2803	92/28814	0.00708459377098047	0.0291578092610016	0.0183158941475378	Ece1/Med1/Ccdc40/Slc8a1/Lrp6/Vangl2/Acvr1/Hif1a/Gja5/Gja1/Ctnnb1/Cited2/Ccdc39/Cluap1/Tgfbr2/Tbx20/Cdc42	17
GO:0097581	lamellipodium organization	17/2803	92/28814	0.00708459377098047	0.0291578092610016	0.0183158941475378	Was/Ptpro/Coro1c/Hdac4/Ablim1/Spata13/Auts2/Enpp2/Kank1/Parvb/Nck1/Arhgef4/Ccdc88a/Cdc42/Cyfip1/Nck2/Kit	17
GO:0046939	nucleotide phosphorylation	19/2803	107/28814	0.00712620023004333	0.0292698888037201	0.0183862985123569	Myog/P2rx7/Slc2a6/Hdac4/Hif1a/Ogt/Aldob/Entpd5/Prkag2/App/Mtch2/Adpgk/Ak1/Prkaa2/Pkm/Aldoart2/Esrrb/Gck/Ddit4	19
GO:0009309	amine biosynthetic process	10/2803	43/28814	0.00714472956185236	0.0292698888037201	0.0183862985123569	Th/Azin1/Insm1/Ddc/Hdc/Kl/Gpr37/Oaz1/Moxd1/Gch1	10
GO:0042401	cellular biogenic amine biosynthetic process	10/2803	43/28814	0.00714472956185236	0.0292698888037201	0.0183862985123569	Th/Azin1/Insm1/Ddc/Hdc/Kl/Gpr37/Oaz1/Moxd1/Gch1	10
GO:2000241	regulation of reproductive process	32/2803	210/28814	0.00721590591457293	0.0295226321485188	0.0185450628525853	Piwil2/Tacr1/Astl/Tcp11x2/Prkaca/Hdac4/Vegfa/Plat/Ankrd31/Spink13/Eif4g3/Snai1/Cnr1/Shb/Hormad1/Ctnnb1/Cited2/Cacna1h/Kif9/Nr5a1/Sema3a/Lfng/Cftr/Timp1/Stk3/Igf1r/Sfrp1/Phlda2/Ttk/Rspo1/Tcp11/Anxa5	32
GO:0046434	organophosphate catabolic process	25/2803	154/28814	0.00746422738535898	0.0302062615824146	0.0189744944410594	Upp2/Ncf1/Ldlr/Abhd12b/Fitm2/Fhit/Apoc1/Inpp5f/Nudt16/Enpp2/Nudt7/Entpd5/Pla2g5/Pde2a/Pnpla8/Prdx6b/Entpd7/Plbd1/Ntsr1/Pla2g4c/Gdpd1/Upb1/Uox/Pla2g2c/Enpp7	25
GO:0002685	regulation of leukocyte migration	34/2803	227/28814	0.00748698148664015	0.0302062615824146	0.0189744944410594	Tacr1/Capn1/Adora1/Thbs1/Ripor2/Vegfa/Msn/Prss56/Ccl24/C3ar1/Jam3/Adam17/Il12a/Csf1r/Ptn/Itgb3/Ptk2/Fadd/Nod2/Cxcl14/Lyn/Edn2/Mcu/App/Adtrp/Anxa1/Nckap1l/Pycard/Crk/Ptk2b/Tlr2/Ccl28/Cd9/Jam2	34
GO:0014051	gamma-aminobutyric acid secretion	6/2803	19/28814	0.00749941872593753	0.0302062615824146	0.0189744944410594	P2rx7/Pak1/Grik1/Htr6/Ntsr1/Abat	6
GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	6/2803	19/28814	0.00749941872593753	0.0302062615824146	0.0189744944410594	Med1/Nr3c1/Pak1/Lmo3/Bdnf/Skp2	6
GO:0072537	fibroblast activation	6/2803	19/28814	0.00749941872593753	0.0302062615824146	0.0189744944410594	Cygb/Ddr2/Myocd/Pdgfb/Ulk3/Gsk3b	6
GO:1904251	regulation of bile acid metabolic process	6/2803	19/28814	0.00749941872593753	0.0302062615824146	0.0189744944410594	Star/Ces1d/Ces1e/Stard4/Ces1f/Kit	6
GO:0051647	nucleus localization	9/2803	37/28814	0.00772527161794598	0.0309757027462651	0.0194578298927626	Cep120/Tacc1/Ptk2/Cav3/Tacc2/Cdc42bpa/Tmem201/Cdc42/Syne3	9
GO:1901861	regulation of muscle tissue development	12/2803	57/28814	0.00782752864413167	0.0312849941380025	0.019652115695962	Myog/Rps6kb1/Hmgcr/Gja1/Ctnnb1/Tcf7l2/Lef1/Megf10/Bdnf/Hdac5/Boc/Adrb2	12
GO:0016032	viral process	49/2803	355/28814	0.00795874244522768	0.031707670637513	0.0199176259733078	Nectin2/Avpr1b/Nbn/Pi4ka/Gsn/Itgav/Aicda/Cav1/Map3k1/Mid2/Rad23a/Jun/Apcs/Epor/Ube2i/Pde12/Apobec3/D1Pas1/Npc1/Trim32/Tmprss4/Csf1r/Trim31/Lef1/Itgb3/Mdfic/Atg16l1/Crp/Adar/Dhx9/Pkn2/Tmprss11e/Pcsk5/Rest/Pik3c2g/Vapb/Trim25/Grk2/Stat1/Cdc42/Ppib/Nrp1/Larp7/Vps4a/Hs3st5/Rock2/Srpk2/Nedd4/N4bp1	49
GO:0001539	cilium or flagellum-dependent cell motility	27/2803	171/28814	0.00810437389010934	0.0320959357362288	0.0201615202379834	Tacr1/Ttll8/Ccdc40/Prss55/Cfap43/Rfx3/Tekt5/Cacna1e/Tekt1/Cfap58/Tcte1/Cfap45/Akap4/Tekt4/Mns1/Ing2/Kif9/Ccdc39/Insl6/Atp1a4/Adcy3/Chrna7/Slc22a16/Dnah2/Dnah11/Anxa5/Met	27
GO:0060285	cilium-dependent cell motility	27/2803	171/28814	0.00810437389010934	0.0320959357362288	0.0201615202379834	Tacr1/Ttll8/Ccdc40/Prss55/Cfap43/Rfx3/Tekt5/Cacna1e/Tekt1/Cfap58/Tcte1/Cfap45/Akap4/Tekt4/Mns1/Ing2/Kif9/Ccdc39/Insl6/Atp1a4/Adcy3/Chrna7/Slc22a16/Dnah2/Dnah11/Anxa5/Met	27
GO:0007097	nuclear migration	8/2803	31/28814	0.00812073461537893	0.0320959357362288	0.0201615202379834	Cep120/Tacc1/Ptk2/Tacc2/Cdc42bpa/Tmem201/Cdc42/Syne3	8
GO:0032801	receptor catabolic process	8/2803	31/28814	0.00812073461537893	0.0320959357362288	0.0201615202379834	Capn1/Rnf43/Pik3r4/Mylip/Becn1/Kif16b/Gprasp1/Nedd4	8
GO:0036314	response to sterol	8/2803	31/28814	0.00812073461537893	0.0320959357362288	0.0201615202379834	Lrp6/Ces1d/Ces1e/Rora/Tgfbr2/Ces1f/Gramd1c/Tgfbr1	8
GO:0090151	establishment of protein localization to mitochondrial membrane	7/2803	25/28814	0.00814655824578715	0.0320959357362288	0.0201615202379834	Tomm40/Pdcd5/Oxa1l/Mtch2/Hspa4/Trmt10b/Timm29	7
GO:0050670	regulation of lymphocyte proliferation	36/2803	245/28814	0.00818718516555401	0.0320959357362288	0.0201615202379834	Tacr1/Il12b/Blk/Lmo1/Btla/Arg1/Blm/Il6/Ripor2/Foxj1/Prkar1a/Il12a/Tnfrsf21/Ctnnb1/Prdm1/H2-DMb1/Fadd/Chrnb2/Nck1/Prkcq/Lyn/Itgal/Tnfsf9/Sos1/Ephb2/Tgfbr2/Anxa1/Clcf1/Slc39a10/Ikzf3/Stat5b/Nckap1l/Cd55b/Pycard/Nck2/Dlg1	36
GO:0032769	negative regulation of monooxygenase activity	5/2803	14/28814	0.00820051931208288	0.0320959357362288	0.0201615202379834	Cav1/Cnr1/Cav3/Nfkb1/Gsk3b	5
GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	5/2803	14/28814	0.00820051931208288	0.0320959357362288	0.0201615202379834	Rgs4/Pak1/Yy1/Rgs2/Cav3	5
GO:1902170	cellular response to reactive nitrogen species	5/2803	14/28814	0.00820051931208288	0.0320959357362288	0.0201615202379834	Kcnc2/Thbs1/Bcar1/Mapk8/Crk	5
GO:0010464	regulation of mesenchymal cell proliferation	10/2803	44/28814	0.00845737690644792	0.0329975476168241	0.0207278806122942	Lrp6/Vegfa/Mycn/Ctnnb1/Ptn/Wnt11/Tgfbr2/Lrp5/Tbx1/Irs1	10
GO:0017145	stem cell division	10/2803	44/28814	0.00845737690644792	0.0329975476168241	0.0207278806122942	Tial1/Vangl2/Wwtr1/Ing2/Zbtb16/Cntrl/Prdm15/Esrrb/Ext1/Kit	10
GO:1990845	adaptive thermogenesis	26/2803	164/28814	0.00877578257284219	0.0340690761104042	0.0214009765328006	Tle3/Gadd45g/Pemt/Cav1/Ces1d/Prkab1/Acot11/Vegfa/Acot13/Hnrnpu/Ogt/Slc25a5/Gja1/Adrb1/Elovl6/Gnas/Adam17/Phox2b/Adipor2/Arrdc3/Acadl/Igf1r/Adrb2/Lama4/Adipor1/Ksr2	26
GO:0002287	alpha-beta T cell activation involved in immune response	14/2803	72/28814	0.00882927171810932	0.0341702144118501	0.0214645080007159	Il12b/Gadd45g/Rara/Il6/Tmem98/Socs5/Shb/Lef1/Rora/Nlrp3/Il6ra/Anxa1/Entpd7/Smad7	14
GO:0032922	circadian regulation of gene expression	14/2803	72/28814	0.00882927171810932	0.0341702144118501	0.0214645080007159	Drd2/Clock/Rai1/Ngfr/Nrip1/Hnrnpu/Nampt/Ogt/Mybbp1a/Id2/Zpbp2/Rora/Maged1/Prkg2	14
GO:0032392	DNA geometric change	11/2803	51/28814	0.00886095085506506	0.0342715161332237	0.0215281421231917	Nbn/Recql/Blm/Mterf1a/Rpa1/Dhx36/Dhx9/Mcm6/Anxa1/Mcm9/Ddx1	11
GO:1901264	carbohydrate derivative transport	13/2803	65/28814	0.00898881797285853	0.0347215601927238	0.0218108437240475	Slc25a42/Adora1/Slc5a1/P2rx7/Slc35b4/Slc25a5/Gja1/Slc35c2/Slc29a3/Slc35c1/Slc29a4/Rsc1a1/Slc28a3	13
GO:0015872	dopamine transport	12/2803	58/28814	0.00901634219232928	0.0347215601927238	0.0218108437240475	Drd2/Syt15/Cnr1/Syt13/Syt6/Chrnb2/Htr6/Slc6a2/Syt7/Drd1/Slc29a4/Abat	12
GO:0048524	positive regulation of viral process	12/2803	58/28814	0.00901634219232928	0.0347215601927238	0.0218108437240475	Map3k1/Rad23a/Pde12/D1Pas1/Tmprss4/Mdfic/Adar/Dhx9/Pkn2/Vapb/Vps4a/Srpk2	12
GO:0051294	establishment of spindle orientation	9/2803	38/28814	0.00926747119046966	0.0354911089194678	0.0222942467429179	Ankfn1/Map4/Zw10/Gpsm2/Spry1/Cenpa/Clasp1/Bccip/Eya1	9
GO:0097254	renal tubular secretion	9/2803	38/28814	0.00926747119046966	0.0354911089194678	0.0222942467429179	Tacr1/Slc22a6/Drd2/Adora1/Gnai2/Gnas/Adora2a/Mllt6/Abcg2	9
GO:0045861	negative regulation of proteolysis	49/2803	358/28814	0.00927915600199848	0.0355140162412074	0.0223086363040962	Pzp/Gabarapl2/Serpind1/Epha4/Thbs1/Itih4/Itih3/Mug1/Il6/Pak2/Vegfa/Tmem98/Plat/Spink13/Csta1/Ogt/Dnajb2/Fhit/Ddrgk1/Pdcl3/D1Pas1/Arl6ip1/Serpinh1/Adora2a/Wfikkn2/Rab23/Wfdc1/Picalm/Anks1/Spock1/Spink2/Tmem59/Spink8/Ide/App/Grk2/Timp1/Serpinb6a/Ctsz/Itih2/Itih5/Map2k5/Por/Timp4/Eif3h/Timp3/Serpinf2/N4bp1/Rag1	49
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	6/2803	20/28814	0.00984575573928342	0.0372928959784172	0.0234260650065163	Tlr5/Irak2/Cd300lf/Tnip1/Tlr2/Irak3	6
GO:0060074	synapse maturation	8/2803	32/28814	0.00992314075631877	0.0374947800300953	0.0235528813556979	Nefl/Sez6/Nrg2/Igsf21/Disc1/Erbb4/Ywhaz/Sez6l	8
GO:0006509	membrane protein ectodomain proteolysis	10/2803	45/28814	0.00994736167540822	0.0375635058537095	0.0235960524629389	P2rx7/Aph1c/Adam17/Prkcq/App/Timp1/Erap1/Adam9/Timp4/Timp3	10
GO:0001836	release of cytochrome c from mitochondria	13/2803	66/28814	0.01022160073075	0.0383726372058369	0.02410431987303	Pdcd5/Higd1a/Psmd10/Jun/Fis1/Trp73/Mff/Fxn/Plscr3/Bmf/Ppif/Pycard/Prelid1	13
GO:0035510	DNA dealkylation	7/2803	26/28814	0.010229416695309	0.0383726372058369	0.02410431987303	Mgmt/Apobec1/Aicda/Otud4/Apobec3/Dppa3/Stpg4	7
GO:0046685	response to arsenic-containing substance	7/2803	26/28814	0.010229416695309	0.0383726372058369	0.02410431987303	Nefl/Nr3c1/Gsto2/D1Pas1/Dhx36/Slc38a2/Ppif	7
GO:1902473	regulation of protein localization to synapse	7/2803	26/28814	0.010229416695309	0.0383726372058369	0.02410431987303	Kalrn/Magi2/Ghsr/Arhgap44/Gpc4/Gsk3b/Dlg1	7
GO:0046651	lymphocyte proliferation	46/2803	335/28814	0.0107989518766695	0.0402906371096592	0.0253091388942033	Tacr1/Il12b/Blk/Lmo1/P2rx7/Btla/Arg1/Blm/Il6/Ripor2/Msn/Shb/Gja1/Foxj1/Crip3/Prkar1a/Il12a/Tnfrsf21/Ctnnb1/Prdm1/Lef1/H2-DMb1/Fadd/Chrnb2/Ccnd3/Nck1/Prkcq/Lyn/Il7r/Itgal/Cd70/Tnfsf9/Sos1/Ephb2/Tgfbr2/Anxa1/Clcf1/Elf4/Slc39a10/Ikzf3/Stat5b/Nckap1l/Cd55b/Pycard/Nck2/Dlg1	46
GO:0044843	cell cycle G1/S phase transition	34/2803	233/28814	0.0110066229330774	0.0409854521836208	0.0257455969021722	Cradd/Nasp/Lsm11/Rps6kb1/Acvr1/Ddr2/Kif14/Rps27l/Cacul1/Ppp6c/D1Pas1/Adam17/E2f6/Dcun1d3/Ccnd3/Bach1/Id2/Jade1/Anp32b/E2f7/Fhl1/Plk3/Skp2/Anxa1/Nacc2/Ak1/Stxbp4/Esrrb/Larp7/Rdx/Zfp655/Tcf19/Ppp2r5c/Dlg1	34
GO:0033028	myeloid cell apoptotic process	9/2803	39/28814	0.011031253871808	0.0409854521836208	0.0257455969021722	Itpkb/Il6/Selenos/Ghsr/Adam17/Nod2/Anxa1/Tcp1/Pik3cd	9
GO:0098732	macromolecule deacylation	22/2803	135/28814	0.0110630920586546	0.0410547522343518	0.0257891287183744	Sgf29/Hdac8/Suv39h1/Bex6/Hdac11/Nek3/Hopx/Hdac4/Mta3/Vegfa/Sin3a/Lyplal1/Tbr1/Ncor2/Ing2/Rest/Wdr5/Zzz3/Hdac5/Prkaa2/Elk4/Akap8l	22
GO:0010988	regulation of low-density lipoprotein particle clearance	5/2803	15/28814	0.0113291044833718	0.0416448250401157	0.0261597913752622	Ldlrap1/Ldlr/Mylip/Crp/Nr1h4	5
GO:0031000	response to caffeine	5/2803	15/28814	0.0113291044833718	0.0416448250401157	0.0261597913752622	Tmem38b/Slc8a1/Adora2a/Prkaa2/Irs1	5
GO:0045088	regulation of innate immune response	35/2803	242/28814	0.0114167126572277	0.0418094375720036	0.0262631950871951	Lyar/Nectin2/Med1/Il12b/Clec12b/Ncf1/Drd2/Xrcc6/Arg1/Dhx58/Rnf135/Sin3a/Xrcc5/Nfe2l2/Polr3g/Ffar2/Il12a/Cd96/Tap1/Fadd/Nod2/Adar/Nlrc4/Dhx9/Hmgb2/Pla2g5/Clnk/Pspc1/Stat5b/Lsm14a/Pycard/Crk/Tlr2/Irak3/N4bp1	35
GO:0022613	ribonucleoprotein complex biogenesis	54/2803	406/28814	0.011429337441895	0.0418094375720036	0.0262631950871951	Mrpl1/Lyar/Exosc9/Snrpg/Rps8/Ddx31/Suv39h1/Prpf39/Lsg1/Crnkl1/Znhit3/Gtf3a/C1d/Pwp1/Rps27l/Dhx29/Zcchc4/Ngdn/Xrcc5/Mrps11/Ddx20/Aar2/Ncbp1/Mbnl1/D1Pas1/Lsm4/Pin4/Sfswap/Snrpd1/Mettl16/Eri1/Srsf1/Pinx1/Slu7/Dhx9/Exosc2/Mybbp1a/Nol10/Rpl3/Pop5/Rpf1/Gnl2/Wdr75/Znhit6/Mettl15/Rpl10a/Utp4/Lsm6/Rrp15/Esf1/Ythdc1/Helq/Utp11/Srpk2	54
GO:0033627	cell adhesion mediated by integrin	16/2803	89/28814	0.0114428204717174	0.0418094375720036	0.0262631950871951	Epha8/L1cam/Tesc/Itgav/Jam3/Adam17/Itgb3/Ptk2/Lyn/Itgal/Plpp3/Nckap1l/Skap1/Adam9/Crk/Ext1	16
GO:0043903	regulation of symbiotic process	13/2803	67/28814	0.0115821062852342	0.0418094375720036	0.0262631950871951	Nectin2/Nbn/Gsn/Itgav/Arg1/Cav1/Mid2/Apcs/Tmprss4/Trim31/Trim25/Hs3st5/Cxcl1	13
GO:0007128	meiotic prophase I	4/2803	10/28814	0.0116033338059945	0.0418094375720036	0.0262631950871951	Piwil2/Mei1/Xrcc5/D1Pas1	4
GO:0032621	interleukin-18 production	4/2803	10/28814	0.0116033338059945	0.0418094375720036	0.0262631950871951	Nod2/Dhx9/Nlrp3/Tlr2	4
GO:0035095	behavioral response to nicotine	4/2803	10/28814	0.0116033338059945	0.0418094375720036	0.0262631950871951	Chrnb4/Chrnb2/Chrna7/Chrna3	4
